date,BK,FANG,JNJ,LUV,MU,NKE,SBUX,T,WDC,WRK
2016-08-19,40.25,98.59,98.59,36.35,16.25,58.9,54.94,41.01,46.6,45.41
2016-08-22,40.18,96.49,96.49,36.28,16.19,58.66,55.85,40.91,46.14,44.35
2016-08-23,40.25,96.59,96.59,36.69,16.18,59.62,56.4,40.85,46.5,44.68
2016-08-24,40.29,96.19,96.19,36.66,15.51,60.22,57.09,40.87,45.41,44.47
2016-08-25,40.53,96.26,96.26,36.69,16.2,59.24,57.29,41.07,46.44,47.07
2016-08-26,40.85,96.33,96.33,36.27,16.51,59.0,57.29,40.68,46.93,48.05
2016-08-29,41.26,97.36,97.36,36.45,16.91,58.63,56.8,41.0,47.08,48.59
2016-08-30,41.71,96.5,96.5,37.18,16.74,58.0,56.4,40.89,47.1,48.54
2016-08-31,41.67,95.25,95.25,36.88,16.49,57.64,56.23,40.88,46.67,47.9
2016-09-01,41.47,95.27,95.27,36.59,16.64,58.54,56.31,40.96,46.32,48.51
2016-09-02,41.65,96.38,96.38,36.89,16.7,58.02,56.18,40.95,46.97,48.55
2016-09-06,41.48,97.15,97.15,36.95,17.01,57.41,56.02,41.23,47.55,48.83
2016-09-07,41.29,98.56,98.56,38.68,17.16,57.72,56.32,41.27,53.3,49.08
2016-09-08,41.44,98.34,98.34,38.76,17.45,56.17,55.3,41.19,53.47,48.19
2016-09-09,40.93,96.05,96.05,37.34,16.81,55.33,54.35,39.71,51.59,46.49
2016-09-12,41.46,95.63,95.63,37.82,17.15,56.01,54.71,40.71,52.31,47.29
2016-09-13,40.74,90.9,90.9,37.14,16.75,55.37,53.98,39.97,52.37,46.56
2016-09-14,40.54,88.56,88.56,36.84,16.93,55.13,53.9,39.89,51.99,45.97
2016-09-15,40.85,89.88,89.88,36.99,17.45,55.47,54.11,40.45,53.28,46.53
2016-09-16,40.06,89.69,89.69,36.59,17.48,55.18,53.74,40.2,54.94,47.72
2016-09-19,40.09,89.29,89.29,36.7,16.95,54.95,53.01,40.06,54.63,47.67
2016-09-20,40.18,88.35,88.35,36.82,16.92,54.87,53.3,39.96,54.42,47.24
2016-09-21,40.52,89.39,89.39,36.91,17.66,55.34,53.98,40.57,56.13,48.29
2016-09-22,40.35,91.0,91.0,37.33,17.59,55.41,54.39,41.11,56.07,48.36
2016-09-23,40.2,88.92,88.92,37.24,17.48,55.15,54.43,41.28,55.93,48.4
2016-09-26,39.55,90.31,90.31,36.87,17.36,54.4,54.04,41.14,57.01,47.69
2016-09-27,39.5,88.53,88.53,38.54,18.0,55.34,54.19,41.46,58.86,47.6
2016-09-28,39.5,93.38,93.38,38.07,17.44,53.25,53.98,40.85,58.01,47.74
2016-09-29,39.06,95.53,95.53,38.15,17.54,52.16,53.45,40.73,58.27,47.31
2016-09-30,39.88,96.54,96.54,38.89,17.78,52.65,54.14,40.61,58.47,48.48
2016-10-03,39.69,92.53,92.53,39.74,17.73,52.67,53.84,40.77,58.86,48.21
2016-10-04,40.2,91.59,91.59,39.16,17.8,52.14,53.53,39.9,58.69,47.87
2016-10-05,40.83,94.7,94.7,39.1,17.7,52.12,53.35,39.16,59.24,46.54
2016-10-06,40.73,95.04,95.04,39.17,17.73,52.03,53.14,39.11,58.05,47.45
2016-10-07,40.57,94.7,94.7,38.47,17.61,51.79,53.46,38.87,58.67,46.5
2016-10-10,40.68,105.21,105.21,39.77,17.5,51.79,53.3,39.01,59.26,46.98
2016-10-11,39.95,104.84,104.84,39.79,16.86,51.82,52.92,39.1,56.62,45.66
2016-10-12,40.12,104.54,104.54,40.01,16.78,52.44,53.16,39.33,56.43,46.0
2016-10-13,39.09,103.53,103.53,41.38,16.85,52.03,52.95,39.37,55.28,45.05
2016-10-14,39.47,100.9,100.9,41.32,17.13,51.62,53.08,39.22,54.84,46.71
2016-10-17,39.3,100.47,100.47,41.24,16.99,51.03,52.76,39.27,53.18,47.59
2016-10-18,40.03,99.71,99.71,41.68,17.41,51.22,52.61,39.36,53.99,47.8
2016-10-19,40.43,103.2,103.2,42.25,17.215,51.8,53.15,39.38,53.6,48.65
2016-10-20,42.25,102.25,102.25,42.29,17.205,51.89,53.59,38.65,53.86,46.91
2016-10-21,43.05,102.24,102.24,42.43,16.94,51.77,53.63,37.49,53.07,46.44
2016-10-24,43.41,99.6,99.6,42.33,17.06,51.87,54.18,36.86,53.52,47.21
2016-10-25,43.4,97.44,97.44,41.95,17.54,51.05,53.67,36.7,53.63,46.96
2016-10-26,43.61,96.05,96.05,38.4,17.64,51.97,53.63,36.43,56.52,46.95
2016-10-27,43.7,96.78,96.78,39.24,17.53,51.89,53.59,36.52,59.58,46.33
2016-10-28,43.5,93.99,93.99,39.18,17.2,52.02,53.53,36.51,59.21,46.16
2016-10-31,43.27,91.29,91.29,40.05,17.16,50.18,53.07,36.79,58.44,46.19
2016-11-01,43.4,91.81,91.81,39.68,16.98,49.62,52.5,36.56,57.24,45.31
2016-11-02,42.87,91.28,91.28,39.61,16.68,49.72,52.98,36.37,55.2,45.83
2016-11-03,43.04,92.56,92.56,39.7,16.62,49.73,51.77,36.63,55.14,45.62
2016-11-04,42.99,91.69,91.69,40.38,16.68,49.96,52.75,36.5,55.02,46.35
2016-11-07,44.03,93.96,93.96,41.57,17.375,50.91,54.49,36.81,57.67,45.27
2016-11-08,43.88,93.74,93.74,41.93,17.41,51.08,54.62,36.99,57.26,45.69
2016-11-09,45.54,98.16,98.16,42.37,17.2,51.12,54.58,37.44,57.48,47.69
2016-11-10,46.21,97.37,97.37,43.64,16.99,50.39,53.57,36.57,56.84,48.38
2016-11-11,46.73,95.49,95.49,43.84,17.67,50.77,53.93,36.51,58.89,47.95
2016-11-14,47.53,94.32,94.32,45.35,17.71,50.21,54.22,36.13,59.48,49.42
2016-11-15,47.93,96.66,96.66,46.25,18.1,50.13,54.59,36.77,59.71,49.65
2016-11-16,47.05,97.59,97.59,45.85,18.24,50.68,55.44,37.15,59.53,50.04
2016-11-17,47.6,97.92,97.92,46.69,19.18,51.59,55.85,37.41,58.8,49.78
2016-11-18,47.44,97.1,97.1,47.06,19.21,51.1,55.77,37.56,60.93,50.27
2016-11-21,47.42,100.46,100.46,47.36,19.49,51.28,56.1,37.74,61.17,50.46
2016-11-22,47.25,99.2,99.2,47.1,19.74,51.71,57.12,38.55,61.19,50.73
2016-11-23,47.47,100.77,100.77,47.37,19.91,51.34,57.59,38.73,61.04,50.86
2016-11-25,47.47,99.44,99.44,47.45,20.13,51.52,57.43,39.21,61.59,51.11
2016-11-28,47.03,96.75,96.75,47.52,19.99,51.01,57.59,39.54,62.27,50.92
2016-11-29,47.05,95.4,95.4,47.24,19.42,50.63,58.17,39.48,62.67,50.89
2016-11-30,47.42,107.85,107.85,46.61,19.53,50.07,57.97,38.63,63.66,51.2
2016-12-01,48.6,110.0,110.0,47.07,18.48,50.65,58.51,38.88,61.61,50.92
2016-12-02,47.65,108.14,108.14,47.91,18.79,50.46,57.21,38.61,63.35,51.01
2016-12-05,47.86,106.93,106.93,47.07,18.61,51.85,57.5,38.63,62.09,51.52
2016-12-06,47.99,106.29,106.29,47.68,19.06,50.57,57.44,39.35,63.85,51.77
2016-12-07,48.55,105.39,105.39,49.85,20.44,52.1,58.76,40.45,69.15,52.79
2016-12-08,49.17,107.26,107.26,49.6,20.66,51.55,58.65,40.41,68.25,52.73
2016-12-09,48.62,106.04,106.04,49.79,20.5,51.72,58.75,40.38,67.71,52.45
2016-12-12,48.22,104.99,104.99,49.37,20.02,51.54,58.77,41.12,66.29,51.07
2016-12-13,48.28,105.28,105.28,49.55,20.13,52.3,59.31,41.36,67.9,51.12
2016-12-14,48.07,101.51,101.51,49.28,20.02,51.79,58.75,41.1,67.17,51.47
2016-12-15,48.35,101.18,101.18,50.59,20.29,51.29,57.71,41.5,67.89,52.36
2016-12-16,47.56,101.95,101.95,49.93,20.27,50.92,57.66,41.67,67.18,52.72
2016-12-19,47.28,105.25,105.25,50.35,20.35,50.85,57.65,42.12,68.36,52.31
2016-12-20,47.68,102.66,102.66,50.89,20.65,51.79,57.7,42.47,68.95,52.48
2016-12-21,47.55,101.45,101.45,50.65,20.58,52.3,57.44,42.36,69.22,52.32
2016-12-22,47.61,102.73,102.73,50.25,23.19,52.14,57.11,42.72,70.19,51.53
2016-12-23,47.58,102.93,102.93,50.45,23.26,51.91,57.01,42.73,70.35,51.89
2016-12-27,47.73,103.85,103.85,50.49,23.3,51.29,56.86,42.65,70.17,52.27
2016-12-28,47.65,102.94,102.94,50.17,22.78,51.02,56.35,42.52,69.21,51.53
2016-12-29,47.34,102.05,102.05,50.2,22.27,51.06,56.32,42.66,68.43,51.61
2016-12-30,47.38,101.06,101.06,49.84,21.92,50.83,55.52,42.53,67.95,50.77
2017-01-03,47.96,103.25,103.25,49.98,22.55,51.98,55.35,43.02,69.43,51.22
2017-01-04,48.71,103.57,103.57,51.3,22.36,53.07,55.99,42.77,70.54,51.99
2017-01-05,48.09,103.67,103.67,50.47,22.11,53.06,56.46,42.65,70.55,52.23
2017-01-06,48.17,103.66,103.66,49.93,22.04,53.91,57.13,41.32,70.38,52.49
2017-01-09,47.64,101.43,101.43,50.3,22.34,53.38,58.2,40.8,71.86,52.2
2017-01-10,47.72,102.71,102.71,51.34,22.48,53.11,57.88,40.81,70.84,52.08
2017-01-11,48.03,103.91,103.91,51.68,22.79,52.69,58.1,40.61,71.45,52.43
2017-01-12,47.46,103.57,103.57,51.01,22.31,52.4,58.03,41.01,70.75,52.21
2017-01-13,47.74,101.36,101.36,51.15,22.18,52.92,57.85,40.96,71.0,52.35
2017-01-17,46.43,100.44,100.44,50.24,21.74,53.65,58.0,41.11,71.62,51.46
2017-01-18,46.23,100.52,100.52,50.38,22.32,53.27,58.45,40.8,73.24,51.68
2017-01-19,44.84,102.26,102.26,50.07,21.71,52.93,57.89,41.0,71.67,51.28
2017-01-20,44.56,103.11,103.11,51.09,21.96,53.2,57.66,41.45,72.63,52.21
2017-01-23,43.87,102.19,102.19,49.94,21.89,53.24,57.76,42.0,72.65,53.16
2017-01-24,44.63,103.74,103.74,49.65,22.85,53.45,58.44,41.36,76.01,54.05
2017-01-25,44.91,105.12,105.12,49.46,23.56,53.86,58.7,41.39,80.02,55.62
2017-01-26,44.97,106.7,106.7,53.92,23.52,53.65,58.46,41.77,78.47,54.42
2017-01-27,44.78,106.68,106.68,52.7,23.97,53.19,56.12,42.01,79.52,53.91
2017-01-30,44.67,102.5,102.5,52.35,24.18,53.08,55.9,41.82,79.22,53.76
2017-01-31,44.73,105.17,105.17,52.31,24.11,52.9,55.22,42.16,79.73,53.36
2017-02-01,45.02,105.76,105.76,52.73,24.75,53.02,53.9,42.06,79.16,53.21
2017-02-02,44.8,104.63,104.63,52.86,24.79,52.8,53.87,41.18,79.23,53.66
2017-02-03,45.67,104.42,104.42,52.88,24.6,52.36,55.06,41.25,79.13,54.33
2017-02-06,45.66,105.44,105.44,53.07,24.34,52.8,55.73,41.06,78.94,54.2
2017-02-07,45.45,100.12,100.12,53.04,24.6,52.81,55.24,41.12,79.05,53.9
2017-02-08,45.14,100.56,100.56,52.92,24.21,53.88,55.22,41.21,77.08,54.02
2017-02-09,45.5,103.93,103.93,54.52,24.45,55.31,55.81,41.31,78.05,52.31
2017-02-10,45.56,104.79,104.79,54.71,24.05,56.22,56.22,41.38,77.36,52.48
2017-02-13,46.12,104.3,104.3,55.73,23.9,56.09,56.11,40.65,78.47,52.7
2017-02-14,46.82,107.68,107.68,55.31,23.12,56.45,56.58,40.75,76.41,53.52
2017-02-15,47.43,111.84,111.84,57.29,23.02,56.64,56.86,41.12,76.01,53.86
2017-02-16,47.07,109.01,109.01,56.34,22.98,56.29,56.73,41.25,75.95,54.33
2017-02-17,47.14,107.63,107.63,57.32,23.35,56.75,57.35,41.48,74.91,52.66
2017-02-21,47.5,106.84,106.84,57.86,23.77,57.36,57.54,41.73,74.9,53.83
2017-02-22,47.29,102.03,102.03,57.91,23.75,58.24,57.57,41.59,74.47,53.19
2017-02-23,47.34,100.96,100.96,57.26,23.48,57.39,57.64,41.95,74.59,53.34
2017-02-24,47.09,100.41,100.41,58.54,23.24,57.86,57.48,42.36,74.65,53.43
2017-02-27,47.11,101.65,101.65,58.43,23.76,57.69,56.78,41.82,76.1,53.73
2017-02-28,47.14,100.86,100.86,57.8,23.44,57.16,56.87,41.79,76.88,53.72
2017-03-01,48.5,105.71,105.71,58.88,24.55,57.95,57.14,42.04,78.32,54.56
2017-03-02,47.99,103.82,103.82,57.57,24.7,57.8,57.12,42.07,76.28,54.05
2017-03-03,47.95,103.58,103.58,58.86,25.57,56.7,57.1,42.01,77.54,54.04
2017-03-06,47.9,103.96,103.96,57.56,25.71,56.77,56.68,41.96,76.8,52.16
2017-03-07,47.67,104.58,104.58,56.83,25.64,56.55,56.2,41.88,76.8,50.9
2017-03-08,48.19,99.76,99.76,56.68,25.38,56.51,55.74,41.77,76.45,51.3
2017-03-09,47.93,101.48,101.48,56.36,25.15,56.36,55.19,41.94,74.26,50.93
2017-03-10,48.17,101.46,101.46,55.88,25.18,56.43,54.53,42.35,75.0,51.24
2017-03-13,48.35,101.255,101.255,54.49,25.7,56.67,54.63,42.37,75.7,51.32
2017-03-14,48.26,98.35,98.35,52.88,25.58,57.28,54.27,42.09,75.7,50.87
2017-03-15,48.33,102.92,102.92,54.29,26.12,57.66,54.54,42.59,76.72,51.79
2017-03-16,48.47,103.44,103.44,54.15,26.04,57.6,54.8,42.44,77.14,52.45
2017-03-17,47.91,104.69,104.69,53.18,25.8,57.8,55.78,42.61,76.87,52.38
2017-03-20,47.21,103.71,103.71,53.45,26.21,58.68,55.81,42.42,76.42,53.09
2017-03-21,46.42,102.12,102.12,51.88,25.52,58.01,55.54,42.08,73.22,51.48
2017-03-22,46.16,101.17,101.17,52.46,26.06,53.92,55.89,41.65,74.93,52.46
2017-03-23,46.28,99.6,99.6,52.37,26.47,55.37,55.85,41.65,76.19,52.91
2017-03-24,46.25,99.73,99.73,52.61,28.43,56.36,56.81,41.68,78.18,52.4
2017-03-27,46.25,98.94,98.94,52.88,28.76,55.93,57.23,41.49,78.57,51.6
2017-03-28,47.0,101.23,101.23,54.19,28.69,56.62,57.35,41.56,80.56,52.86
2017-03-29,46.72,103.16,103.16,53.48,28.5,56.68,57.54,41.45,81.39,52.03
2017-03-30,47.53,102.67,102.67,53.83,28.97,56.04,58.16,41.76,83.75,52.56
2017-03-31,47.23,103.715,103.715,53.76,28.9,55.73,58.39,41.55,82.53,52.03
2017-04-03,47.13,104.08,104.08,54.0,28.64,55.56,58.44,41.57,82.14,51.23
2017-04-04,46.97,106.77,106.77,53.07,28.59,55.04,58.32,41.69,82.99,51.55
2017-04-05,47.0,102.94,102.94,53.35,28.26,54.98,58.22,41.51,82.7,51.6
2017-04-06,47.31,104.67,104.67,53.38,28.62,55.14,57.92,40.6,84.09,51.87
2017-04-07,47.15,104.38,104.38,54.54,28.52,55.11,58.02,40.59,85.17,51.08
2017-04-10,47.06,104.62,104.62,54.22,27.64,54.9,57.95,40.38,84.78,51.19
2017-04-11,47.26,105.96,105.96,55.06,27.18,54.92,57.88,40.31,86.05,50.99
2017-04-12,46.89,106.32,106.32,55.51,26.69,55.57,57.58,40.56,84.21,49.83
2017-04-13,46.42,105.04,105.04,54.31,26.74,55.34,57.51,40.28,83.5,49.34
2017-04-17,47.05,105.14,105.14,54.72,27.13,56.24,58.08,40.3,84.16,50.15
2017-04-18,46.89,103.16,103.16,54.42,27.14,56.11,58.35,40.25,82.87,50.63
2017-04-19,46.86,100.55,100.55,54.65,27.26,55.86,59.04,40.25,82.8,52.9
2017-04-20,46.65,100.27,100.27,55.95,27.96,56.4,60.08,40.36,84.41,53.08
2017-04-21,46.75,101.27,101.27,55.63,27.32,55.85,60.61,39.93,83.11,53.02
2017-04-24,47.55,101.76,101.76,56.49,26.57,55.47,61.11,40.02,85.77,54.02
2017-04-25,47.23,103.97,103.97,57.09,26.99,55.45,60.96,39.94,86.88,54.36
2017-04-26,47.15,103.21,103.21,56.94,26.79,55.16,61.56,40.44,84.61,53.65
2017-04-27,47.22,100.45,100.45,55.75,27.63,55.47,61.3,39.91,85.71,54.29
2017-04-28,47.06,99.84,99.84,56.22,27.67,55.41,60.06,39.63,89.07,53.56
2017-05-01,47.18,98.96,98.96,56.28,28.29,54.99,60.18,39.1,87.7,54.11
2017-05-02,47.12,98.38,98.38,58.33,27.77,55.07,60.5,38.95,87.29,54.19
2017-05-03,47.4,100.28,100.28,58.16,28.0,54.53,60.59,38.4,89.22,53.99
2017-05-04,47.61,95.21,95.21,58.34,27.79,54.47,60.83,38.01,89.17,54.11
2017-05-05,47.65,99.65,99.65,58.4,28.2,53.95,60.95,38.56,90.72,55.02
2017-05-08,47.68,100.62,100.62,57.48,28.06,54.3,60.94,38.57,89.9,54.61
2017-05-09,47.12,99.62,99.62,58.28,28.81,54.89,60.98,38.22,88.88,53.41
2017-05-10,47.16,102.38,102.38,58.37,29.32,54.56,60.66,38.45,89.54,54.11
2017-05-11,46.93,101.38,101.38,58.09,29.03,54.24,60.27,38.44,89.68,54.28
2017-05-12,46.76,101.9,101.9,57.22,28.93,54.2,59.93,38.49,89.65,53.68
2017-05-15,47.11,103.28,103.28,58.03,28.83,53.77,60.45,38.59,89.02,54.0
2017-05-16,47.18,103.96,103.96,58.27,29.02,52.78,59.98,38.19,88.96,53.79
2017-05-17,46.29,101.79,101.79,57.04,27.0,51.8,59.73,37.46,85.22,52.14
2017-05-18,46.2,101.62,101.62,57.29,27.48,51.68,59.82,37.95,86.11,51.59
2017-05-19,46.54,103.12,103.12,58.04,27.82,51.77,61.36,38.24,86.66,51.99
2017-05-22,46.8,102.25,102.25,58.92,28.06,51.57,61.23,38.25,87.98,52.31
2017-05-23,47.03,100.65,100.65,59.64,28.29,52.2,61.15,38.31,88.03,52.7
2017-05-24,46.96,99.37,99.37,59.58,28.99,52.01,61.89,38.15,89.7,54.31
2017-05-25,47.38,99.63,99.63,60.92,29.43,52.35,62.9,38.23,89.27,55.29
2017-05-26,47.41,98.41,98.41,60.67,29.76,52.59,63.3,38.12,90.01,55.15
2017-05-30,47.1,94.28,94.28,59.48,30.7,52.92,63.26,38.55,91.29,55.05
2017-05-31,47.12,92.76,92.76,60.09,30.77,52.99,63.61,38.53,90.06,54.42
2017-06-01,47.42,93.97,93.97,60.3,30.76,52.3,63.75,38.87,91.59,55.27
2017-06-02,47.51,91.84,91.84,60.36,31.21,52.98,64.57,38.87,91.52,55.1
2017-06-05,47.54,90.65,90.65,60.99,31.21,53.01,64.27,38.81,89.42,54.65
2017-06-06,47.23,92.76,92.76,60.1,31.57,52.48,64.16,38.73,89.94,54.12
2017-06-07,47.9,88.6,88.6,59.96,32.5,53.23,63.5,38.76,89.93,55.74
2017-06-08,48.39,87.82,87.82,59.16,32.45,53.2,62.24,38.5,91.02,55.46
2017-06-09,49.4,90.15,90.15,59.46,30.6,53.46,62.19,38.79,86.01,57.3
2017-06-12,49.1,90.66,90.66,58.99,31.2,54.03,61.29,39.07,86.64,57.27
2017-06-13,49.57,92.44,92.44,59.21,31.54,54.31,60.92,38.68,90.05,57.48
2017-06-14,49.77,89.4,89.4,59.53,31.06,54.66,60.27,38.72,87.8,56.8
2017-06-15,49.78,85.87,85.87,60.11,30.56,52.9,60.09,38.84,87.31,57.36
2017-06-16,49.89,84.87,84.87,60.29,29.86,51.1,60.14,38.96,87.12,57.49
2017-06-19,50.28,85.89,85.89,60.92,31.2,52.02,60.9,38.91,88.64,57.95
2017-06-20,49.86,87.04,87.04,60.33,30.83,51.56,59.86,38.66,88.23,57.24
2017-06-21,49.59,86.75,86.75,61.03,32.01,52.59,59.96,38.15,91.03,56.98
2017-06-22,49.55,85.98,85.98,61.52,31.89,52.4,59.51,38.1,90.25,56.85
2017-06-23,49.17,88.4,88.4,61.92,31.73,52.85,59.81,37.95,93.34,57.31
2017-06-26,49.55,87.3,87.3,61.75,32.5,53.28,59.64,38.15,92.66,57.03
2017-06-27,49.68,87.99,87.99,61.51,31.66,52.95,58.96,37.7,91.85,56.72
2017-06-28,50.6,86.6,86.6,62.01,32.24,53.36,59.18,37.94,93.67,56.69
2017-06-29,51.01,87.29,87.29,61.81,31.47,53.17,58.36,37.62,91.65,56.31
2017-06-30,51.02,88.81,88.81,62.14,29.86,59.0,58.31,37.73,88.6,56.66
2017-07-03,51.83,90.35,90.35,62.07,29.14,58.65,58.25,38.11,85.29,57.12
2017-07-05,52.27,88.49,88.49,63.16,30.51,57.56,57.94,38.12,86.41,57.12
2017-07-06,51.23,85.96,85.96,63.36,30.1,57.16,57.6,37.18,86.12,56.41
2017-07-07,51.75,86.09,86.09,64.24,30.2,57.98,58.04,36.98,86.94,57.31
2017-07-10,51.88,88.03,88.03,63.13,30.5,58.73,57.81,36.83,89.27,58.29
2017-07-11,51.47,88.62,88.62,61.81,31.37,58.18,57.9,36.6,91.75,57.87
2017-07-12,51.45,88.11,88.11,62.08,31.45,58.22,58.54,36.83,94.13,58.63
2017-07-13,52.06,89.42,89.42,62.02,31.13,57.94,58.38,36.21,92.8,59.69
2017-07-14,52.36,90.48,90.48,61.93,31.79,58.0,58.76,36.3,94.44,59.65
2017-07-17,53.35,90.47,90.47,62.14,31.72,57.79,58.33,36.39,94.57,59.73
2017-07-18,53.53,90.41,90.41,61.57,31.9,57.65,58.21,35.99,94.27,59.12
2017-07-19,53.06,93.93,93.93,61.41,31.82,57.77,58.11,36.13,94.48,59.5
2017-07-20,53.91,92.38,92.38,60.4,32.0,59.1,58.03,36.52,95.01,58.91
2017-07-21,53.36,91.99,91.99,60.28,32.01,59.95,57.98,36.51,94.82,58.7
2017-07-24,53.47,93.21,93.21,59.81,31.67,58.95,58.02,36.23,94.62,58.62
2017-07-25,53.73,95.72,95.72,58.82,29.9,59.39,58.55,36.22,93.75,58.83
2017-07-26,53.39,96.48,96.48,59.52,29.81,58.36,57.94,38.03,92.96,58.15
2017-07-27,52.86,96.57,96.57,56.57,30.24,58.15,59.5,39.41,91.9,58.72
2017-07-28,52.66,96.65,96.65,56.56,29.28,58.67,54.0,39.0,84.97,57.32
2017-07-31,53.03,95.88,95.88,55.51,28.12,59.05,53.98,39.0,85.12,57.42
2017-08-01,53.71,95.35,95.35,55.72,28.34,59.84,54.73,38.88,85.67,57.77
2017-08-02,53.91,95.84,95.84,55.7,28.63,59.79,55.43,38.27,84.37,57.65
2017-08-03,53.82,89.69,89.69,56.11,27.83,60.14,55.68,38.28,84.51,56.59
2017-08-04,54.02,95.21,95.21,56.58,27.92,59.76,55.44,38.43,81.17,57.33
2017-08-07,53.71,96.04,96.04,55.37,28.59,59.79,55.63,38.52,80.97,57.16
2017-08-08,53.79,94.98,94.98,54.81,28.84,59.46,54.52,38.36,81.34,56.56
2017-08-09,54.04,94.58,94.58,54.69,28.58,59.9,53.74,38.36,80.99,56.14
2017-08-10,51.95,92.06,92.06,54.01,27.49,59.07,53.07,38.19,79.19,55.23
2017-08-11,52.19,92.87,92.87,54.14,28.01,58.97,53.18,38.1,79.9,55.61
2017-08-14,52.83,90.75,90.75,54.72,29.24,59.78,53.22,38.5,82.83,56.54
2017-08-15,53.15,88.02,88.02,55.2,29.68,58.56,53.15,38.16,83.82,56.31
2017-08-16,52.88,88.06,88.06,55.31,30.69,58.54,53.5,38.23,85.85,57.3
2017-08-17,51.8,86.1,86.1,53.15,29.62,57.46,53.04,37.6,82.48,56.07
2017-08-18,52.1,87.26,87.26,53.17,30.38,54.95,52.7,37.37,83.2,56.29
2017-08-21,52.19,87.08,87.08,53.54,29.56,53.61,53.15,37.58,83.86,54.33
2017-08-22,52.66,87.43,87.43,53.43,30.45,54.13,54.45,37.98,86.65,54.83
